This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Sun Aug 03 09:14:16 2025
Filter Values: disposition notContains F AND notContains EB; stellar_distance lessThan 300; stellar_teff lessThan 4200; stellar_radius lessThan 0.65; tfopwg_disposition notContains F AND notContains A

"TIC ID","TOI","CTOI","Master priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Predicted RV Semi-amplitude (m/s)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","View all TFOPWG Disposition","TESS mag","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM Dec (mas/yr)","Transit Epoch (BJD)","Period (days)","Duration (hours)","Depth (mmag)","Depth (ppm)","Planet Radius (R_Earth)","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Teff (K)","Stellar log(g) (cm/s2)","Stellar Radius (R_Sun)","Stellar Metallicity","Stellar Mass (M_Sun)","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"261257684","904.02","TIC 261257684.02","1","1","1","4","4","4","0.1","27.7","6.1","1.4","7","5","6","CP","CP","904.02","10.846","2","spoc-s01-s69-b0A-PC","SPOC","89.371273","-83.129726","-28.941","110.858","2458630.353329","83.999399068768","4.9317658271293","2.017642","1856.5912767141","2.3408341032149","0.54485989868012","219.1245114863","14.180324","46.0891","3992","4.61929","0.53243899345398","","0.529185","12,13,27,38,39,61,65,66,67","TOI-904 c; CTOI from Hugh Osborn","2022-04-20","2024-08-14","2025-07-31"
"369327947","910.01","","1","5","1","4","4","4","6.5","27.3","1.12","1.4","12","0","3","CP","CP","910.01","10.1508","1","spoc-s01-s69-b0A-PC","SPOC","290.23794","-82.559788","342.184","-1230.22","2458626.204389","2.0291066524349","0.73395612082333","1.036853","954.52077996236","1.0407954126351","22.071338149365","552.81130488898","16.95669","12.4814","3194","4.96718","0.2874970138073","","0.262417","12,13,27,39,66,67","LHS 475 b","2019-07-15","2024-08-14","2025-07-31"
"233602827","1749.03","","5","5","5","5","5","5","1.6","3.2","2.36","1.7","4","1","2","CP","KP","1749.03","12.2574","3","spoc-s14-s60-b0A-CP","SPOC","282.737228","64.419466","-54.402","61.827","2458684.354953","2.3889051010357","1.0324090206081","0.618884","569.85117713329","1.3399400841672","83.837897666032","771.75569758312","8.726385","99.5561","3959","4.68416","0.56135600805283","","0.555356","14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,57,58,59,60","TOI-1749 b / TOI-1749.03; multi","2023-03-23","2023-06-02","2025-07-31"
"67646988","1779.01","","5","5","5","5","5","5","253.8","857.8","82.57","99.9","1","0","0","KP","KP","1779.01","12.4368","1","qlp-s48-tois","SPOC","147.768528","35.968556","-100.975","-171.822","2459633.119867","1.8817191","1.236","113.513431","99270","10.9698","22.5072","606","111","33.928","3138","4.91873","0.31","","0.283907","21,48","LP 261-75 b; BD from Irwin et al. 2018 with measured mass","2020-03-12","2022-06-29","2025-07-31"
"138819293","1796.01","","5","5","5","5","5","5","99.3","767.5","13.97","11.5","0","0","2","KP","KP","1796.01","8.40346","1","spoc-s49-b0A","SPOC/QLP","175.550536","26.703067","895.047","-814.031","2459639.963332","2.643885610552","0.96892889640781","6.976184","6404.7051471393","3.8121140279857","29.432206788377","594.05335929701","99.782776","9.75321","3456","4.8","0.42543199658394","","0.419868","22,49","GJ 436 b","2020-04-15","2022-07-13","2025-07-31"
"92226327","256.01","","5","5","5","5","5","5","0.2","112.8","4.06","2.8","0","0","4","KP","KP","256.01","11.2991","1","spoc","SPOC","11.248632","-15.274109","317.585","-596.617","2458399.928643","24.73734116","2.0690509769268","7.146432","6560.492087026","1.8439453091989","0.14391761038043","157.08988956967","19.97876","14.9861","3131","5.05701","0.21553499996662","","0.184589","3,30","LHS-1140 b","2018-11-30","2018-11-30","2025-07-31"
"92226327","256.02","","5","5","5","5","5","5","5","170.7","3.08","4","0","0","4","KP","KP","256.02","11.2991","2","spoc","UNKNOWN","11.248632","-15.274109","317.585","-596.617","2459141.100488","3.7779417524726","1.4759325172627","3.773458","3469.450738991","1.5659937175726","5.7174181540103","394.38440970883","17.645792","14.9861","3131","5.05701","0.21553499996662","","0.184589","3,30","LHS-1140c","2018-11-30","2021-12-01","2025-07-31"
"244161191","278.01","","4","4","5","4","5","5","50.4","231.5","6.89","15.4","2","1","8","PC","","278.01","13.1672","1","spoc-s01-s72-b0A-PC","SPOC","4.883562","-5.911561","108.144","-68.177","2458381.910527","0.29903903268134","0.72181034541325","6.29449","5780.6664823767","2.5153001489189","188.072712232","944.49833459039","15.355602","44.397","2955","5.13527","0.30063900351524","","0.277347","3,30,70","likely SV or EB based on shape and second signal at same period in spoc-s1-s72","2018-12-11","2024-11-15","2025-07-31"
"243641947","3235.01","","3","5","3","4","4","4","103.6","371.3","85.68","78.8","5","0","0","PC","CP","3235.01","13.2486","1","qlp-s38-tois","FAINT","207.473849","-46.066514","-170.376","-64.023","2459355.554021","2.5926199","1.269","88.420019","78210","11.0137","13.8883","537","143","72.811","3375","4.85","0.37","","0.359832","11,38","V-shaped; found in faint-star QLP search","2021-06-04","2024-08-22","2025-07-31"
"301289516","4517.01","","5","5","5","5","5","5","15.7","128.7","3.53","2.8","0","2","11","KP","KP","4517.01","9.0684","1","qlp-s70-ffi-k2","SPOC","351.771776","-1.285343","376.019","216.071","2460231.733831","1.2089755","1.286","0.725514","668","1.68645","325.749","1183","123","29.661","4199","4.65321","0.63","","0.66","42,70","GJ 9827 b","2021-10-21","2023-12-14","2025-07-31"
"39926974","4526.01","","5","5","5","5","5","5","7.7","76.7","7.9","8.2","1","1","0","KP","KP","4526.01","13.3455","1","spoc","SPOC","335.623315","-7.956353","-254.655","-194.551","2459448.654225","2.260265486962","1.010349317846","6.675695","6129.678826953","2.7262373642969","21.303100065189","547.93677769907","7.13926","62.9969","3236","4.88","0.34102401137352","","0.323833","42","K2-28 b","2021-10-21","2021-10-21","2025-07-31"
"137683938","4587.01","","3","5","3","5","4","5","13.3","55.2","44.43","28.1","4","0","2","KP","KP","4587.01","14.5505","1","spoc-s14-s55-b0A-KP","SPOC","292.579856","37.376262","-2.58","-30.239","2459393.659836","3.2903135908844","1.746525348185","16.777885","15334.218136234","7.5296069467542","37.086999099431","629.39773109893","10.759113","258.979","3579","4.67905","0.56730902194977","","0.560561","40,41,54,55","Kepler-1624 b","2021-11-01","2023-03-15","2025-07-31"
"33521996","468.01","","5","5","5","5","5","5","53","155.6","91.33","55.6","0","0","2","KP","KP","468.01","13.3383","1","spoc","SPOC","88.146808","-19.031627","-2.533","7.349","2459220.820401","3.3252702901126","2.0538143955895","38.391224","34741.776303653","11.503900623645","47.33149399552","668.97101751485","94.981865","169.318","3724","4.68255","0.59680098295212","","0.585471","6,32,33","HATS-6 b","2019-02-27","2021-10-07","2025-07-31"
"184892124","5090.01","","5","5","5","5","5","5","45.6","169.3","83.21","101.4","0","1","1","KP","KP","5090.01","16.0573","1","spoc-s01-s72-b0A-KP","SPOC","130.664165","19.41436","-36.805","-13.133","2459500.669114","1.9828041248046","1.1139386140496","153.832089","132105.04351747","10.891070175006","20.617039705009","543.47093945273","28.9368","185.731","3213","4.93347","0.29304701089859","","0.268704","44,45,46,72","AD 3116 b; 54 Mjup BD (Gillen+2017)","2022-01-06","2024-11-26","2025-07-31"
"19028197","5094.01","","5","5","5","5","5","5","32.7","229.5","16.01","10.9","0","0","0","KP","KP","5094.01","10.2479","1","spoc-s01-s72-b0A-KP","SPOC/QLP","119.773502","15.391209","-185.734","-57.263","2459500.53574","3.3366510632883","1.858003384206","7.370914","6765.8704326047","4.1305078145615","29.65837591459","595.19132261378","169.63156","29.4214","3552","4.74","0.49969801306724","","0.497757","44,45,46,71,72","GJ 3470 b","2022-01-06","2024-11-26","2025-07-31"
"434226736","5095.01","","5","5","5","5","5","5","14.6","165.1","16.52","16.7","0","0","2","KP","KP","5095.01","13.0275","1","spoc-s01-s72-b0A-KP","SPOC","63.273935","15.247703","122.148","-18.337","2459501.775176","3.4845543242514","0.91586006510521","14.983507","13705.531799172","4.2083193246144","9.5041407225216","447.81430653664","20.878653","44.9565","3204","4.93668","0.29021599888802","","0.265494","44,70,71","K2-25 b","2022-01-06","2024-11-25","2025-07-31"
"203214081","5097.01","","5","5","5","5","5","5","3.6","95.7","4.79","3.9","0","3","2","KP","KP","5097.01","11.5219","1","qlp-s46-ffi","SPOC/QLP","134.718851","21.074796","175.512","-318.469","2460261.803357","5.7459945","1.185","3.970187","3650","2.06081","3.99828","393","21","27.9276","3413","4.91","0.32","","0.294283","44,45,46,72","G 9-40 b","2022-01-06","2024-02-01","2025-07-31"
"203289099","5111.01","","5","5","5","5","5","5","3.2","37.5","4.35","2.7","0","1","4","KP","KP","5111.01","11.7538","1","qlp-s72-ffi","QLP","136.361492","21.668589","14.473","-25.94","2460280.32405","3.3557219","1.599","1.196054","1101","1.9149","37.2966","688","41","75.1691","3807","4.68","0.56","","0.555026","44,45,46,72","K2-344 b","2022-01-25","2024-02-01","2025-07-31"
"173103335","5146.01","","5","5","5","5","5","5","2.3","51.4","5.12","2.3","0","5","9","KP","KP","5146.01","10.5459","1","spoc-s01-s72-b0A-KP","SPOC","172.335371","-1.455136","94.034","-78.139","2459528.179119","10.054600310545","2.6406209861001","1.435227","1321.0200309935","2.1128666206418","11.548563665693","470.16656600628","9.39614","44.0727","3920","4.6932","0.55085599422455","","0.546024","45,46,72","K2-3 b","2022-01-25","2024-11-26","2025-07-31"
"192826603","551.01","","5","5","5","5","5","5","43.3","125.5","79.63","54.2","0","1","0","KP","KP","551.01","13.9143","1","spoc","SPOC","82.714213","-36.630981","-31.902","-41.026","2459203.149174","2.6473051249427","1.2112809624231","23.451338","21367.882490104","10.613448079568","70.11957310057","738.03943108991","35.281853","218.121","3916","4.71907","0.56786602735519","","0.561044","5,6,32,33","NGTS-1 b","2019-06-06","2021-12-02","2025-07-31"
"443616612","5523.02","","5","5","5","5","5","5","6","37.9","16.68","10.4","0","3","5","KP","KP","5523.02","13.7701","2","spoc-s01-s72-b0A-PC","SPOC","169.117028","-3.975441","-29.088","-1.886","2459281.403586","3.4712802623972","2.4382015224216","4.657347","4280.3883108736","4.2314265037407","38.853058423135","636.76040801791","10.950912","182.536","3696","4.68275","0.56300002336502","","0.556799","36,45,46,63,72","K2-43 b; TIC 443616609 contaminating difference image in SPOC s1-s72","2022-04-20","2024-11-22","2025-07-31"
"277833995","5524.01","","5","5","5","5","5","5","6.1","49","6.04","4.2","0","1","3","KP","KP","5524.01","11.758","1","spoc-s01-s72-b0A-KP","SPOC","156.405499","2.513883","50.922","-109.198","2458518.126625","2.2979915084632","0.98486504900848","1.472131","1354.9640915713","2.3271065159009","68.551564629059","733.87837808566","9.132032","77.6888","3650","4.66","0.59052497148514","","0.580289","8,45,46,72","K2-321 b","2022-04-20","2024-11-26","2025-07-31"
"458686847","5528.01","","5","5","5","5","5","5","7.9","51.8","6.59","6.1","0","4","3","PC","KP","5528.01","12.7482","1","spoc-s01-s72-b0A-KP","SPOC","133.855734","10.469218","11.549","18.058","2459230.014002","1.2916033570325","1.3077870847699","1.702461","1566.7959544926","2.4511774789246","127.29807224818","856.69297629276","9.714793","101.632","3689","4.72452","0.51474499702454","","0.512437","34,44,45,46,72","K2-117 b","2022-04-20","2024-11-26","2025-07-31"
"388804061","5555.01","","5","5","5","5","5","5","0.3","48","6.98","2.4","0","4","4","KP","KP","5555.01","11.2373","1","spoc-s01-s72-b0A-KP","SPOC","172.560141","7.587832","-80.377","-133.142","2459537.250096","32.937371679468","2.3059589135026","3.471369","3192.1429438803","2.5336293894939","1.0873335616673","260.4416558489","13.458305","38.0266","3464","4.7864","0.44451600313187","","0.440668","45,46,72","K2-18 b","2022-05-17","2024-11-26","2025-07-31"
"243921117","5801.01","","5","5","5","5","5","5","217.3","565.1","95.36","57.7","0","0","2","KP","KP","5801.01","10.3622","1","spoc-s54-b02","SPOC/QLP","303.1668","-2.144437","-132.759","-50.429","2459770.026754","3.0678159897114","2.1103324528908","38.160671","34536.784817265","11.799686783638","72.441982980305","744.07606056067","216.99556","49.7876","3965","4.62","0.63657200336456","","0.616961","54","WASP-80 b","2022-09-22","2022-09-22","2025-07-31"
"48353358","6004.01","","5","5","5","5","5","5","1.2","36.5","5.1","2.2","0","2","6","KP","KP","6004.01","12.1042","1","spoc-s14-s55-b02","SPOC","283.62826","48.390808","-10.822","-48.674","2458685.778397","9.8786837995359","1.8852041717087","1.878586","1728.7453820816","2.1083188558729","6.7948732587749","411.77984868464","9.8170185","66.4074","3759.27","4.86726","0.46061900258064","-0.0214533","0.57","14,26,40,41,53,54,55","Kepler-1651 b","2022-12-01","2022-12-01","2025-07-31"
"101955023","667.01","","5","5","5","5","5","5","10.2","28.3","1.95","3.1","1","1","2","KP","KP","667.01","10.8372","1","spoc","UNKNOWN","153.70907","-47.154936","-1053.98","414.3","2459280.989404","1.6289321997705","0.80927595296808","2.73093","2512.119244706","1.2145664239661","20.959318856235","545.71267461198","25.76042","12.613","3202","4.86375","0.22640700638294","","0.195794","9,10,36","GJ 1132 b","2019-05-07","2021-10-07","2025-07-31"
"150096001","6872.01","","5","5","5","5","5","5","1.3","37","6.67","3.2","0","2","1","KP","KP","6872.01","12.3252","1","qlp-s71-ffi","QLP","70.149378","25.009813","185.658","-46.363","2460251.64402","11.0248821","2.917","2.111638","1943","2.46843","48.3251","734","24","75.1703","3798","4.77","0.46","","0.456853","43,44,70,71","K2-133 d; marginal TESS QLP detection","2023-12-21","2023-12-21","2025-07-31"
"83181153","6984.01","","5","5","5","5","5","5","","","12.38","","0","4","2","KP","KP","6984.01","12.7079","1","spoc-s01-s72-b02","SPOC","94.206431","24.595834","-28.044","-115.639","2460256.948124","","5.1289452106261","3.706344","3407.8486864424","3.5506895163827","0.027922882968228","104.25810180303","7.561934","99.0504","3683","4.72407","0.51526302099228","","0.512936","43,44,45,71,72","single transit of K2-26 b","2024-05-30","2024-05-30","2024-06-02"
"161032923","1080.01","","1","4","1","3","4","4","1.7","11.4","2.04","2.7","13","0","1","PC","PC","1080.01","12.7067","1","spoc-s01-s69-b0A-PC","SPOC","276.368325","-52.214573","-270.293","-69.552","2458654.060577","3.9652484553964","1.0112592832945","4.003701","3680.7544436395","1.2305101950034","5.2829447924808","386.66847683113","8.871182","25.559","3296","4.96636","0.19998799264431","","0.168986","13,66","L1 candidate","2019-08-16","2024-04-24","2025-07-31"
"322270620","1083.01","","1","1","1","1","4","4","1.1","35.3","6.47","2.8","8","0","0","PC","PC","1083.01","12.0936","1","spoc-s01-s69-b0A-PC","SPOC","296.822194","-87.32281","-82.691","-290.716","2458627.915974","12.980295277053","2.5034416943958","2.616801","2407.2608671237","2.4241911873066","4.734122898362","376.2093903986","12.420625","68.9109","3614","4.81257","0.49132299423218","","0.489415","12,13,39,66,67","L1 candidate","2019-08-16","2024-12-05","2025-07-31"
"453260209","1215.01","","4","4","4","3","4","4","4.4","13.9","0.74","0.7","4","0","3","PC","PC","1215.01","10.42","1","spoc-s01-s69-b0A-PC","SPOC","146.87585","-77.296816","-131.355","-117.929","2458570.395929","1.2124493353358","0.99846530192019","0.544406","501.29117113888","0.879419","336.2098532559","1092.1250254526","13.484019","34.6633","3751","4.75718","0.518","","","10,11,12,37,38,39,64,65,66","visual binary consisting of 2 M dwarfs; high proper motion star","2019-08-26","2024-09-06","2025-07-31"
"219698776","1243.01","","2","4","2","4","4","4","4.6","67.2","5.47","3.4","10","2","7","PC","PC","1243.01","11.1966","1","spoc-s14-s60-b0A-PC","SPOC","135.732641","71.636416","-100.404","-142.946","2459598.143164","4.6595169226881","0.9011820686551","1.874698","1725.1706258988","2.1961507274823","17.26640380949","519.90048545208","14.432014","43.1865","3489","4.74553","0.49072900414467","","0.488819","14,20,40,47,53,60","L1 candidate","2019-10-17","2023-05-25","2025-07-31"
"229781583","1245.01","","1","1","1","4","4","4","3.2","42","6.31","3.7","8","2","5","PC","PC","1245.01","12.1819","1","qlp-s52-tois","SPOC","283.53553","69.633534","-9.435","54.067","2459764.329317","4.8204512","1.756","2.097496","1930","2.36747","17.8782","572","20","80.0982","3692","4.71598","0.52","","0.521792","14,15,16,17,18,19,20,21,22,23,25,26,40,41,47,48,49,50,51,52","Potential L1 candidate","2019-10-17","2022-10-04","2025-07-31"
"318022259","1730.01","","2","4","2","4","4","4","7.4","105.4","8.1","4.3","25","7","9","PC","PC","1730.01","10.3595","1","qlp-s60-ffi","SPOC","107.865826","48.327933","-93.076","-570.552","2459952.635271","6.2262315","2.239","1.616779","1488","2.75524","114.271","910","16","35.6917","3691","4.70931","0.53","","0.529004","20,47,60","potential multi","2020-02-19","2023-02-27","2025-07-31"
"318022259","1730.02","","2","4","2","4","4","4","5.7","9.9","2.81","2.1","25","7","9","PC","PC","1730.02","10.3595","2","qlp-s60-ffi","SPOC","107.865826","48.327933","-93.076","-570.552","2459961.132517","2.1555232","1.445","0.805915","742","1.47809","132.347","944","12","35.6917","3691","4.70931","0.53","","0.529004","20,47,60","potential multi","2020-02-19","2023-02-27","2025-07-31"
"318022259","1730.03","","1","4","1","4","4","4","2.5","69.9","6.57","2.8","25","7","9","PC","PC","1730.03","10.3595","3","qlp-s60-ffi","QLP","107.865826","48.327933","-93.076","-570.552","2459598.372283","12.5739572","2.722","2.358608","2170","2.4359","6.20302","439","12","35.6917","3691","4.70931","0.53","","0.529004","20,47,60","close to 2:1 resonance with TOI 1730.01; potential L1 planet in a multi","2022-03-01","2023-02-27","2025-07-31"
"470987100","1732.01","","2","2","2","4","4","4","4","43","5.59","3.1","7","2","5","PC","PC","1732.01","11.3266","1","spoc-s14-s60-b0A-PC","SPOC","111.801451","53.045268","-6.753","42.185","2459601.239901","4.1192231192586","2.1841674568197","1.343348","1236.5042452328","2.2236629223564","44.245826205857","657.79084815526","12.32325","74.7599","3876","4.62394","0.63257098197937","","0.613891","20,47,60","potential L1 planet","2020-02-19","2023-05-25","2025-07-31"
"232635922","1745.01","","2","2","2","4","4","4","4.8","68.6","11.75","7.4","3","0","7","PC","PC","1745.01","12.7963","1","spoc-s14-s60-b0A-PC","SPOC","281.13629","54.949899","-114.192","-49.263","2459653.478364","5.9848710165382","2.2695614064723","2.808933","2583.7788262441","3.4443502528786","13.819671673402","519","16.766644","84.0287","3759","4.80439","0.42446801066399","","0.418805","14,15,16,18,19,22,25,26,40,41,48,49,52,53,55,56,57,58,59,60","slightly v-shaped; very close neighboring TIC 1717744910; possible depth aperture correlation; ~500 ppm secondary","2020-02-27","2023-05-19","2025-07-31"
"232650365","1746.01","","1","1","2","4","4","4","3.1","7.3","2.78","2.4","8","2","5","PC","PC","1746.01","11.9589","1","spoc-s14-s50-b0A-PC","SPOC","281.767709","54.910682","0.71","71.59","2458684.784378","2.5253322692033","0.98982898543344","1.367338","1258.5718559308","1.4761502819517","26.101775226587","576.48400363724","10.498972","62.55347","3340","4.81708","0.41046500205994","","0.403244","14,15,16,19,22,25,26,40,41,49","V-shaped","2020-02-27","2023-02-06","2025-07-31"
